Publishing Year,language_code,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,units sold,publisher_code,author_rating
2001.0,0.0,4.15,94506,0,1320.42,792.252,11.19,800,36072,3,0
2009.0,0.0,4.16,95026,0,761.1,456.66,6.45,802,36072,8,0
2003.0,0.0,4.32,83664,2,654.9,392.94,5.55,802,36072,0,0
1993.0,0.0,4.22,87423,0,116.82,70.092,0.99,803,36072,0,0
2007.0,0.0,4.27,68865,0,116.82,70.092,0.99,804,35856,7,0
2007.0,0.0,3.73,72734,0,824.82,494.892,6.99,804,35640,1,2
2002.0,0.0,4.17,93057,1,1060.82,636.492,8.99,805,35640,7,0
2001.0,0.0,3.94,89733,0,706.82,424.092,5.99,808,35640,6,2
1973.0,0.0,3.99,72493,1,502.68,301.608,4.26,809,35640,4,2
1980.0,0.0,4.35,76440,1,1131.62,678.972,9.59,810,35640,6,0
2005.0,0.0,3.59,68861,0,234.82,140.892,1.99,810,35424,8,2
1987.0,0.0,4.13,73573,0,588.82,0.0,4.99,811,35424,0,0
2006.0,0.0,4.16,59333,0,1680.32,1008.192,14.24,811,35424,6,0
1981.0,0.0,3.95,56200,0,1128.08,676.848,9.56,813,35208,8,2
1891.0,5.0,4.22,65422,1,352.82,211.692,2.99,814,35208,0,0
2011.0,0.0,4.02,71868,2,872.02,523.212,7.39,816,35208,0,0
2013.0,0.0,3.82,62231,0,470.82,282.492,3.99,818,35208,0,2
2004.0,0.0,4.2,83085,1,824.82,494.892,6.99,818,34992,7,0
2009.0,0.0,3.98,87665,0,352.82,0.0,2.99,819,34992,0,2
2000.0,5.0,3.71,69351,0,942.82,565.692,7.99,820,34992,6,2
1997.0,0.0,4.18,67125,0,470.82,0.0,3.99,821,34776,0,0
1967.0,0.0,3.96,78766,0,588.82,0.0,4.99,823,34776,0,2
1984.0,0.0,4.12,79508,1,234.82,140.892,1.99,823,34776,0,0
1998.0,0.0,3.9,74815,0,234.82,140.892,1.99,824,34560,0,2
1958.0,0.0,3.94,62454,2,725.7,435.42,6.15,825,34560,0,2
2010.0,0.0,4.21,92922,0,466.83,0.0,3.99,826,34560,0,0
2012.0,0.0,3.97,69596,0,934.83,560.898,7.99,827,34344,7,2
1934.0,0.0,4.05,82706,0,349.83,209.898,2.99,830,34128,0,0
2007.0,0.0,4.23,68255,0,349.83,209.898,2.99,831,34128,0,0
1984.0,0.0,3.57,81579,0,115.83,0.0,0.99,832,34128,0,2
2008.0,0.0,4.28,68063,0,232.83,139.698,1.99,832,34128,3,0
2007.0,0.0,4.18,106608,0,232.83,139.698,1.99,834,33912,0,0
1980.0,0.0,3.94,82458,0,855.27,513.162,7.31,836,33696,7,2
2003.0,0.0,4.29,80740,1,1519.83,911.898,12.99,836,33696,0,0
2002.0,0.0,3.82,68676,0,466.83,0.0,3.99,837,33480,0,2
1987.0,0.0,3.92,72714,1,700.83,420.498,5.99,837,33264,3,2
1976.0,0.0,3.9,74133,0,115.83,0.0,0.99,838,33264,0,2
2011.0,0.0,4.2,68416,1,1689.48,1013.688,14.44,840,33048,3,0
2015.0,0.0,4.6,99067,0,349.83,209.898,2.99,841,33048,5,1
1991.0,0.0,4.41,90147,1,583.83,350.298,4.99,842,32832,1,1
1962.0,0.0,4.13,81914,0,1170.0,702.0,10.0,843,32832,0,0
2003.0,0.0,4.16,86963,0,1402.83,841.698,11.99,844,32832,6,0
2012.0,0.0,3.86,68224,1,115.83,0.0,0.99,845,32616,0,2
1994.0,0.0,4.1,72207,0,349.83,0.0,2.99,846,32616,0,0
1999.0,0.0,3.82,62229,0,1084.59,650.754,9.27,846,32616,6,2
2012.0,0.0,3.81,61135,1,232.83,139.698,1.99,848,32400,0,2
2003.0,0.0,3.86,79117,0,466.83,0.0,3.99,852,32184,0,2
2004.0,0.0,4.04,91390,1,349.83,0.0,2.99,852,32184,0,0
1986.0,0.0,4.36,81553,0,466.83,0.0,3.99,853,32184,0,0
2009.0,0.0,4.42,68854,0,1391.13,834.678,11.89,854,32184,8,1
2011.0,0.0,4.06,99942,0,232.83,139.698,1.99,857,31968,1,0
1988.0,5.0,4.1,67128,0,799.11,479.466,6.83,859,31752,5,0
2005.0,0.0,4.12,71379,0,349.83,0.0,2.99,860,31752,0,0
2002.0,0.0,3.81,75275,0,583.83,350.298,4.99,862,31752,6,2
-17.0,0.0,3.81,75051,0,114.84,0.0,0.99,863,31752,0,2
2012.0,0.0,3.75,66720,1,624.08,374.448,5.38,865,31536,0,2
2004.0,0.0,3.68,64278,0,694.84,0.0,5.99,866,31536,0,2
1992.0,0.0,3.97,63304,0,892.04,535.224,7.69,867,31536,7,2
2010.0,0.0,4.14,80367,0,346.84,0.0,2.99,868,31536,0,0
2012.0,0.0,4.08,93818,0,462.84,0.0,3.99,869,31320,0,0
2001.0,0.0,3.85,90908,0,114.84,68.904,0.99,869,31320,7,2
1977.0,0.0,4.26,77206,0,1158.84,695.304,9.99,871,31320,6,0
1979.0,0.0,4.11,71775,1,462.84,277.704,3.99,871,31320,1,0
2001.0,0.0,4.01,90071,1,230.84,138.504,1.99,873,31104,7,0
2004.0,0.0,3.9,79746,0,462.84,277.704,3.99,877,30888,0,2
2007.0,0.0,4.3,97830,0,694.84,0.0,5.99,879,30888,0,0
2005.0,0.0,4.25,72797,0,770.24,462.144,6.64,879,30672,1,0
2007.0,0.0,4.14,87335,0,114.84,68.904,0.99,881,30672,0,0
2007.0,0.0,3.96,64347,2,694.84,416.904,5.99,883,30456,0,2
2013.0,0.0,4.21,97616,0,114.84,68.904,0.99,884,30456,0,0
2004.0,0.0,3.69,65397,0,114.84,68.904,0.99,885,30240,0,2
2012.0,0.0,3.8,89356,0,114.84,0.0,0.99,886,30240,0,2
2004.0,0.0,4.09,69058,1,810.84,486.504,6.99,886,29808,8,0
1980.0,0.0,4.04,56802,0,346.84,0.0,2.99,887,29808,0,0
2004.0,0.0,4.12,68480,0,114.84,0.0,0.99,890,29808,0,0
2005.0,0.0,3.77,65428,0,114.84,68.904,0.99,892,29592,0,2
2011.0,0.0,3.78,94176,0,462.84,0.0,3.99,892,29376,0,2
1978.0,0.0,4.03,61238,1,1042.84,625.704,8.99,893,29160,0,0
2004.0,0.0,4.33,79627,1,1041.68,625.008,8.98,894,28944,0,0
1942.0,0.0,4.09,92916,0,1506.84,904.104,12.99,894,28944,8,0
2013.0,0.0,3.3,60323,1,784.16,470.496,6.76,897,28728,0,3
2011.0,0.0,3.73,70446,0,346.84,0.0,2.99,898,28512,0,2
2016.0,0.0,4.72,108384,0,1158.84,695.304,9.99,900,28512,8,1
2010.0,0.0,3.84,60409,0,926.84,556.104,7.99,900,28512,7,2
2008.0,0.0,4.11,60126,0,458.85,0.0,3.99,903,28296,0,0
1998.0,0.0,3.5,71777,0,1367.35,820.41,11.89,904,28296,8,2
1985.0,0.0,3.86,55678,0,573.85,0.0,4.99,905,28296,0,2
1992.0,0.0,4.42,66079,0,343.85,0.0,2.99,907,2943,0,1
1859.0,0.0,3.97,64162,0,1033.85,620.31,8.99,909,2943,3,2
2003.0,0.0,4.06,70454,0,343.85,0.0,2.99,909,2943,0,0
2008.0,0.0,3.6,70382,1,343.85,0.0,2.99,910,2943,0,2
2000.0,0.0,3.73,67768,0,573.85,0.0,4.99,911,2916,0,2
1971.0,0.0,4.01,59295,1,343.85,206.31,2.99,913,2916,3,0
1992.0,0.0,3.97,68451,0,458.85,0.0,3.99,914,2916,0,2
1914.0,5.0,4.46,66857,1,1263.85,758.31,10.99,914,2916,7,1
1997.0,0.0,4.42,67047,0,458.85,0.0,3.99,915,2916,0,1
1968.0,0.0,4.18,76277,0,343.85,0.0,2.99,916,2916,0,0
2005.0,0.0,3.8,86805,0,343.85,206.31,2.99,917,2916,0,2
2000.0,0.0,3.89,81945,0,458.85,0.0,3.99,918,2916,0,2
2008.0,0.0,4.05,72480,0,803.85,482.31,6.99,920,2916,6,0
2015.0,0.0,4.07,61439,0,930.35,558.21,8.09,921,2916,6,0
1894.0,0.0,3.94,67107,0,113.85,68.31,0.99,922,2916,0,2
2013.0,0.0,4.23,49740,0,573.85,344.31,4.99,924,2916,0,0
1956.0,0.0,4.14,71968,1,1269.6,761.76,11.04,926,2916,3,0
1997.0,0.0,3.95,63324,0,884.35,530.61,7.69,927,2916,7,2
2011.0,0.0,4.26,71816,0,113.85,68.31,0.99,930,2916,0,0
1992.0,0.0,3.96,72426,1,573.85,344.31,4.99,931,2916,8,2
2003.0,0.0,3.96,70335,0,573.85,344.31,4.99,933,2916,5,2
2011.0,0.0,3.37,66104,0,113.85,0.0,0.99,936,2916,0,3
2005.0,0.0,4.16,96417,0,343.85,0.0,2.99,937,2916,0,0
2007.0,0.0,4.33,97514,0,910.86,546.516,7.99,938,2916,0,0
2004.0,0.0,4.36,75186,0,1366.86,820.116,11.99,939,2916,6,0
1830.0,0.0,4.37,63530,0,1366.86,820.116,11.99,941,2916,7,0
1980.0,0.0,3.92,82062,1,340.86,204.516,2.99,943,2916,0,2
2005.0,0.0,4.43,78123,0,568.86,0.0,4.99,944,2916,0,1
2015.0,0.0,4.46,57614,0,112.86,0.0,0.99,946,2916,0,1
2002.0,0.0,4.47,71271,1,910.86,546.516,7.99,947,2916,0,1
1986.0,0.0,3.94,75196,1,112.86,67.716,0.99,949,2916,0,2
2009.0,0.0,3.82,65277,0,876.66,525.996,7.69,950,2916,7,2
2015.0,0.0,3.95,60737,0,226.86,0.0,1.99,952,2916,0,2
2008.0,0.0,4.26,65068,0,568.86,341.316,4.99,952,2916,5,0
2014.0,0.0,3.75,53662,0,568.86,0.0,4.99,953,2916,0,2
1954.0,0.0,4.16,80883,0,112.86,67.716,0.99,955,2916,0,0
2006.0,0.0,4.16,37792,2,226.86,136.116,1.99,956,2889,3,0
2001.0,0.0,4.29,78903,0,876.66,525.996,7.69,957,2889,6,0
2006.0,0.0,4.16,90157,0,340.86,204.516,2.99,958,2889,0,0
2007.0,0.0,4.37,74378,1,1366.86,820.116,11.99,960,2889,6,0
2015.0,0.0,4.49,100464,1,397.86,0.0,3.49,961,2889,0,1
1886.0,0.0,3.94,80299,0,568.86,341.316,4.99,963,2889,7,2
2012.0,0.0,4.4,67264,0,340.86,0.0,2.99,963,2889,0,1
2008.0,0.0,4.27,64416,0,454.86,272.916,3.99,966,2889,0,0
1678.0,5.0,3.98,67777,0,856.14,513.684,7.51,967,2889,6,2
2005.0,0.0,4.2,63335,0,340.86,204.516,2.99,968,2889,8,0
2012.0,0.0,4.28,82757,0,345.42,0.0,3.03,968,2889,0,0
2008.0,0.0,3.93,73807,0,844.74,506.844,7.41,969,2889,5,2
2006.0,0.0,3.93,69948,0,228.0,0.0,2.0,970,2889,0,2
2000.0,0.0,3.92,71355,0,597.36,358.416,5.24,970,2889,0,2
2006.0,0.0,4.41,75133,0,778.62,467.172,6.83,971,2889,8,1
1864.0,0.0,4.17,65900,0,910.86,546.516,7.99,971,2889,7,0
1940.0,0.0,3.97,67643,0,454.86,0.0,3.99,972,2889,0,2
2014.0,0.0,3.94,78314,0,454.86,0.0,3.99,973,2889,0,2
1958.0,0.0,4.08,76911,1,746.7,448.02,6.55,973,2889,5,0
1992.0,0.0,4.27,72588,0,1220.4,732.24,10.8,977,2889,3,0
1999.0,0.0,3.89,73000,0,431.66,258.996,3.82,980,2889,0,2
2006.0,0.0,4.12,48305,0,902.87,541.722,7.99,981,2889,1,0
2007.0,0.0,4.1,61496,0,563.87,0.0,4.99,982,2889,0,0
2012.0,4.0,3.8,53187,1,1128.87,677.322,9.99,984,2889,0,2
1980.0,0.0,3.89,77046,0,450.87,0.0,3.99,985,2889,0,2
2012.0,0.0,4.5,68410,0,450.87,0.0,3.99,986,2889,0,1
2012.0,0.0,3.58,82270,1,1241.87,745.122,10.99,988,2889,7,2
2010.0,0.0,4.16,68701,1,111.87,67.122,0.99,990,2889,0,0
2002.0,5.0,4.34,63691,0,169.5,101.7,1.5,992,2889,3,0
1998.0,0.0,3.84,71411,0,450.87,270.522,3.99,993,2862,8,2
2002.0,0.0,4.01,68834,0,1388.77,833.262,12.29,993,2862,3,0
1986.0,0.0,4.53,76785,1,111.87,67.122,0.99,994,2862,0,1
2001.0,0.0,3.92,85683,1,111.87,67.122,0.99,995,2862,0,2
1989.0,0.0,4.17,61842,0,111.87,0.0,0.99,996,2862,0,0
1978.0,0.0,4.14,74121,0,864.45,518.67,7.65,997,2862,6,0
1998.0,0.0,4.14,61498,1,1327.75,796.65,11.75,1000,2862,7,0
2014.0,0.0,3.81,53151,0,781.96,469.176,6.92,1001,2862,7,2
1998.0,0.0,3.86,67753,0,450.87,270.522,3.99,1001,2862,0,2
2010.0,0.0,4.1,59715,0,337.87,0.0,2.99,1004,2862,0,0
2004.0,0.0,3.85,63114,1,970.67,582.402,8.59,1005,2862,6,2
2003.0,0.0,3.6,58428,0,1015.87,609.522,8.99,1006,2862,1,2
2005.0,0.0,4.15,84363,0,846.37,507.822,7.49,1006,2862,6,0
2005.0,0.0,3.91,82291,0,789.87,473.922,6.99,1007,2862,0,2
2003.0,0.0,3.75,56548,0,111.87,67.122,0.99,1007,2862,0,2
1945.0,0.0,3.99,69087,1,224.87,134.922,1.99,1008,2862,0,2
2007.0,0.0,4.41,73534,0,111.87,67.122,0.99,1009,2862,0,1
2014.0,0.0,3.58,56344,0,224.87,134.922,1.99,1010,2862,3,2
1984.0,0.0,4.03,76219,1,992.14,595.284,8.78,1011,2862,8,0
2006.0,0.0,4.01,103844,1,282.5,169.5,2.5,1012,2862,0,0
2006.0,0.0,3.59,85873,0,110.88,66.528,0.99,1013,2862,0,2
2005.0,0.0,4.28,74156,1,838.88,503.328,7.49,1015,2862,5,0
2014.0,0.0,4.15,63027,0,334.88,0.0,2.99,1019,2862,0,0
1992.0,0.0,3.89,66049,0,670.88,0.0,5.99,1020,4480,0,2
1992.0,0.0,4.2,78487,1,334.88,200.928,2.99,1020,4480,0,0
2009.0,0.0,3.92,66287,1,334.88,200.928,2.99,1022,4480,1,2
2011.0,0.0,3.91,66591,0,110.88,0.0,0.99,1023,4480,0,2
2009.0,0.0,4.05,68597,0,894.88,536.928,7.99,1024,4480,8,0
2009.0,0.0,4.13,66577,0,334.88,0.0,2.99,1027,4480,0,0
2003.0,0.0,3.67,61835,1,670.88,402.528,5.99,1027,4480,3,2
2006.0,0.0,4.34,46551,0,446.88,0.0,3.99,1030,4440,0,0
2008.0,0.0,2.97,53331,0,894.88,536.928,7.99,1032,4440,7,2
1926.0,0.0,4.2,71354,1,842.24,505.344,7.52,1032,4440,0,0
1940.0,0.0,3.96,66194,0,334.88,0.0,2.99,1033,4440,0,2
2008.0,0.0,4.27,66390,0,1326.08,795.648,11.84,1033,4440,7,0
2011.0,0.0,4.01,74029,0,446.88,0.0,3.99,1034,4440,0,0
2003.0,0.0,3.8,62840,0,558.88,0.0,4.99,1035,4440,0,2
2011.0,0.0,4.04,86284,0,110.88,66.528,0.99,1036,4440,0,0
2012.0,0.0,4.36,86929,0,1230.88,738.528,10.99,1037,4440,6,0
2008.0,0.0,3.32,63342,0,558.88,335.328,4.99,1042,4440,7,3
1983.0,5.0,4.13,69616,0,334.88,0.0,2.99,1042,4440,0,0
2009.0,0.0,4.43,57279,0,838.88,503.328,7.49,1043,4440,6,1
1960.0,0.0,4.15,64391,0,334.88,200.928,2.99,1044,4440,3,0
2005.0,0.0,3.41,59843,1,446.88,268.128,3.99,1046,4440,1,3
1993.0,0.0,4.16,62330,0,670.88,0.0,5.99,1048,4400,0,0
1995.0,0.0,3.66,70921,0,222.88,133.728,1.99,1049,4400,8,2
1998.0,0.0,4.0,62128,0,334.88,200.928,2.99,1050,4400,5,2
2011.0,0.0,3.95,69709,0,222.88,133.728,1.99,1050,4400,1,2
1999.0,5.0,3.79,62405,0,109.89,0.0,0.99,1052,4400,0,2
2007.0,0.0,3.82,65005,0,331.89,0.0,2.99,1052,4400,0,2
2010.0,0.0,4.21,63347,1,1330.89,798.534,11.99,1053,4400,6,0
2008.0,0.0,4.29,64961,0,442.89,0.0,3.99,1054,4400,0,0
2005.0,0.0,3.39,59932,0,109.89,0.0,0.99,1055,4400,0,3
1986.0,0.0,4.11,73918,0,331.89,0.0,2.99,1056,4400,0,0
1848.0,0.0,3.51,56464,0,331.89,0.0,2.99,1057,4400,0,2
2016.0,0.0,3.67,90541,1,109.89,65.934,0.99,1058,4400,0,2
1826.0,0.0,3.69,67632,0,109.89,0.0,0.99,1058,4400,0,2
1979.0,0.0,4.18,66923,1,220.89,132.534,1.99,1059,4400,0,0
2004.0,0.0,3.64,69007,0,331.89,0.0,2.99,1059,4400,0,2
2010.0,0.0,4.13,93340,0,331.89,0.0,2.99,1060,4400,0,0
2000.0,0.0,3.92,57468,1,899.1,539.46,8.1,1061,4400,0,2
2012.0,0.0,3.64,61296,0,1314.24,788.544,11.84,1062,4400,7,2
2009.0,0.0,4.16,60002,1,220.89,132.534,1.99,1066,4400,1,0
2006.0,0.0,4.16,63100,0,1330.89,798.534,11.99,1066,4400,6,0
2014.0,0.0,3.56,27308,0,1225.44,735.264,11.04,1068,4360,5,2
2011.0,0.0,3.98,50158,0,109.89,65.934,0.99,1069,4360,0,2
1982.0,5.0,4.16,54140,0,196.47,0.0,1.77,1071,4360,0,0
2001.0,0.0,3.94,79264,1,109.89,0.0,0.99,1072,4360,0,2
2003.0,5.0,3.81,53384,0,109.89,0.0,0.99,1073,4360,0,2
1941.0,5.0,4.21,70704,1,637.14,382.284,5.74,1074,4360,3,0
1995.0,0.0,4.01,68011,0,858.03,514.818,7.73,1075,4360,1,0
1995.0,0.0,3.91,66947,0,442.89,0.0,3.99,1076,4360,0,2
2008.0,0.0,4.43,70029,1,1219.89,731.934,10.99,1077,4360,7,1
2009.0,0.0,4.43,57764,0,331.89,0.0,2.99,1078,4360,0,1
2005.0,0.0,4.01,82470,0,1414.14,848.484,12.74,1080,4360,8,0
2015.0,0.0,4.11,132552,0,331.89,0.0,2.99,1081,4360,0,0
1912.0,0.0,3.9,70079,0,331.89,0.0,2.99,1082,4360,0,2
2012.0,0.0,3.75,57078,0,109.89,65.934,0.99,1085,4360,0,2
2008.0,0.0,4.26,65638,0,548.9,0.0,4.99,1089,4360,0,0
1999.0,0.0,3.53,73093,1,1098.9,659.34,9.99,1090,4360,0,2
1994.0,0.0,3.95,57583,0,108.9,65.34,0.99,1091,4360,0,2
2004.0,0.0,3.81,62219,0,108.9,65.34,0.99,1091,4320,0,2
2000.0,0.0,4.05,58688,0,438.9,0.0,3.99,1093,4320,0,0
1894.0,0.0,4.32,56918,1,1230.9,738.54,11.19,1095,4320,3,0
2012.0,0.0,4.06,52765,0,108.9,65.34,0.99,1097,4320,5,0
1984.0,0.0,4.17,69134,0,438.9,0.0,3.99,1098,4320,0,0
2003.0,0.0,4.36,71353,1,108.9,0.0,0.99,1099,4320,0,0
1967.0,0.0,4.03,70701,0,218.9,131.34,1.99,1099,4320,0,0
1958.0,0.0,4.09,61256,0,438.9,0.0,3.99,1100,4320,0,0
2008.0,0.0,3.86,46225,0,1351.9,811.14,12.29,1101,4320,3,2
2004.0,0.0,3.95,55236,1,1208.9,725.34,10.99,1101,4320,7,2
1963.0,0.0,4.15,72329,0,878.9,527.34,7.99,1102,4320,6,0
2012.0,0.0,4.13,79461,0,108.9,65.34,0.99,1102,4320,0,0
2010.0,0.0,4.35,65091,0,328.9,0.0,2.99,1105,4320,0,0
2015.0,0.0,4.32,45492,0,603.9,362.34,5.49,1106,4320,3,0
2008.0,0.0,4.12,87432,0,988.9,593.34,8.99,1106,4320,7,0
2013.0,0.0,4.1,59650,0,438.9,0.0,3.99,1107,4320,0,0
2012.0,4.0,3.72,42958,1,1200.1,720.06,10.91,1107,4320,8,2
2003.0,0.0,4.0,81362,0,988.9,593.34,8.99,1111,4320,6,2
1853.0,0.0,4.0,67433,0,988.9,593.34,8.99,1112,4320,3,2
1938.0,0.0,4.12,72504,0,548.9,329.34,4.99,1118,4280,0,0
2004.0,0.0,4.12,70269,0,108.9,0.0,0.99,1119,4280,0,0
1983.0,0.0,4.27,85699,0,1867.8,1120.68,16.98,1119,4280,6,0
2009.0,0.0,3.23,63737,1,416.9,250.14,3.79,1120,4280,3,3
2014.0,0.0,3.79,51603,0,548.9,0.0,4.99,1120,4280,0,2
2009.0,0.0,4.38,84650,2,493.9,296.34,4.49,1123,4280,5,0
1990.0,0.0,4.18,63235,1,641.3,384.78,5.83,1124,4280,8,0
1987.0,0.0,3.75,61412,0,1088.91,653.346,9.99,1127,4280,7,2
1871.0,0.0,4.06,63050,0,216.91,130.146,1.99,1128,4280,8,0
1991.0,0.0,4.23,60193,1,434.91,260.946,3.99,1129,4280,2,0
1961.0,0.0,4.08,66360,0,1160.85,696.51,10.65,1130,4280,6,0
1937.0,5.0,4.19,74666,0,516.66,309.996,4.74,1131,4280,3,0
2015.0,0.0,4.03,36541,0,107.91,0.0,0.99,1131,4280,0,0
2009.0,0.0,3.77,58631,0,107.91,64.746,0.99,1132,4280,0,2
1890.0,0.0,4.21,60278,0,543.91,0.0,4.99,1132,4280,0,0
1956.0,0.0,4.06,69815,0,1502.02,901.212,13.78,1136,4280,5,0
2007.0,0.0,3.87,60869,1,107.91,64.746,0.99,1137,4280,0,2
2005.0,5.0,4.01,58841,1,107.91,0.0,0.99,1138,4280,0,0
2000.0,0.0,4.56,54977,0,325.91,0.0,2.99,1140,4280,0,1
1952.0,5.0,4.02,74820,0,706.32,423.792,6.48,1141,4240,1,0
1999.0,0.0,3.8,65063,0,216.91,130.146,1.99,1142,4240,5,2
2016.0,0.0,4.35,73745,0,1306.91,784.146,11.99,1144,4240,6,0
1982.0,0.0,3.94,55262,1,960.29,576.174,8.81,1147,4240,8,2
2003.0,0.0,3.83,69504,0,598.41,359.046,5.49,1148,4240,8,2
2012.0,0.0,4.21,85746,0,325.91,195.546,2.99,1148,4240,0,0
1984.0,0.0,4.24,48277,0,325.91,0.0,2.99,1148,4240,0,0
2006.0,0.0,4.32,60959,0,325.91,195.546,2.99,1149,4240,0,0
2012.0,0.0,4.26,83886,0,620.21,372.126,5.69,1150,4240,1,0
2005.0,0.0,3.56,50921,0,434.91,0.0,3.99,1151,4240,0,2
1952.0,0.0,4.08,52704,0,325.91,0.0,2.99,1152,4240,0,0
2015.0,0.0,3.65,67344,0,107.91,0.0,0.99,1153,4240,0,2
1905.0,0.0,3.94,60611,0,325.91,0.0,2.99,1154,4240,0,2
2006.0,0.0,4.4,65477,0,434.91,0.0,3.99,1155,4240,0,1
2014.0,0.0,3.92,57716,0,434.91,0.0,3.99,1156,4240,0,2
1853.0,0.0,4.15,39758,0,543.91,326.346,4.99,1156,4240,7,0
2010.0,0.0,4.41,82824,0,543.91,0.0,4.99,1160,109,0,1
1999.0,0.0,4.16,57259,0,107.91,0.0,0.99,1160,109,0,0
2006.0,0.0,4.2,58432,0,107.91,0.0,0.99,1161,109,0,0
2007.0,0.0,3.88,53586,0,761.91,0.0,6.99,1161,109,0,2
2012.0,0.0,3.98,56756,0,538.92,0.0,4.99,1164,108,0,2
1962.0,0.0,3.94,61678,0,646.92,388.152,5.99,1166,108,1,2
1995.0,0.0,4.19,61836,0,970.92,582.552,8.99,1167,108,5,0
1959.0,0.0,3.97,66721,0,106.92,0.0,0.99,1167,108,0,2
-441.0,0.0,3.6,67608,0,106.92,64.152,0.99,1167,108,0,2
2009.0,0.0,3.63,55459,0,1659.96,995.976,15.37,1168,108,0,2
2011.0,0.0,3.81,84776,0,412.56,0.0,3.82,1169,108,0,2
2016.0,0.0,3.99,80737,0,430.92,0.0,3.99,1169,108,0,2
2003.0,0.0,3.82,61361,0,430.92,0.0,3.99,1170,108,0,2
1871.0,0.0,3.21,68448,0,1186.92,712.152,10.99,1173,108,6,3
2014.0,0.0,4.17,60236,0,1150.2,690.12,10.65,1174,108,6,0
1999.0,0.0,3.85,57993,0,430.92,0.0,3.99,1175,108,0,2
2006.0,0.0,3.51,51461,0,1327.32,796.392,12.29,1179,108,3,2
1978.0,0.0,4.13,75851,0,322.92,0.0,2.99,1182,108,0,0
2003.0,0.0,3.99,66823,0,322.92,0.0,2.99,1183,108,0,2
2011.0,0.0,3.76,62494,0,516.24,309.744,4.78,1184,108,0,2
1992.0,0.0,3.7,67267,0,214.92,128.952,1.99,1186,108,3,2
2005.0,0.0,4.02,58973,1,139.32,83.592,1.29,1187,108,0,0
2006.0,0.0,4.16,75436,0,748.44,449.064,6.93,1190,108,1,0
1996.0,0.0,3.98,60624,0,106.92,64.152,0.99,1192,108,0,2
2006.0,0.0,3.84,62135,0,646.92,388.152,5.99,1193,108,1,2
2015.0,0.0,3.4,42339,0,1186.92,712.152,10.99,1194,108,6,3
2016.0,0.0,4.04,72052,0,538.92,0.0,4.99,1195,108,0,0
2007.0,0.0,3.91,76598,0,106.92,64.152,0.99,1196,108,0,2
2011.0,0.0,4.24,82373,1,430.92,0.0,3.99,1196,108,0,0
2012.0,0.0,3.77,84438,0,538.92,323.352,4.99,1197,108,3,2
2012.0,5.0,3.79,48286,0,322.92,193.752,2.99,1198,108,0,2
1999.0,0.0,3.83,50422,0,1078.92,647.352,9.99,1198,108,7,2
1928.0,0.0,4.36,69102,0,214.92,0.0,1.99,1199,108,0,0
2010.0,0.0,4.24,58906,0,430.92,0.0,3.99,1199,108,0,0
2004.0,0.0,3.1,62760,0,322.92,0.0,2.99,1199,108,0,3
1970.0,0.0,4.18,70119,1,322.92,193.752,2.99,1200,108,3,0
2002.0,0.0,3.97,83981,0,105.93,0.0,0.99,1201,107,0,2
2010.0,0.0,3.91,75834,0,854.93,512.958,7.99,1201,107,7,2
2016.0,0.0,3.93,57865,0,919.13,551.478,8.59,1201,107,6,2
1974.0,0.0,4.3,58372,1,105.93,63.558,0.99,1203,107,0,0
1995.0,0.0,4.16,73883,0,426.93,256.158,3.99,1206,107,6,0
2006.0,0.0,4.24,63838,0,1272.23,763.338,11.89,1207,107,3,0
1896.0,0.0,3.72,60346,0,640.93,0.0,5.99,1212,107,0,2
2012.0,5.0,4.34,92014,0,105.93,0.0,0.99,1213,107,0,0
2008.0,5.0,4.08,55398,0,408.74,0.0,3.82,1214,107,0,0
2010.0,0.0,4.37,63756,1,319.93,0.0,2.99,1215,107,0,0
2012.0,0.0,4.03,79360,1,1282.93,769.758,11.99,1216,107,7,0
2010.0,0.0,3.89,45319,0,640.93,384.558,5.99,1217,107,5,2
1957.0,0.0,4.03,59973,0,854.93,512.958,7.99,1217,107,3,0
2015.0,0.0,4.25,72611,1,1175.93,705.558,10.99,1218,107,0,0
2012.0,5.0,3.88,34789,0,105.93,0.0,0.99,1218,107,0,2
1994.0,5.0,3.76,57818,0,854.93,512.958,7.99,1219,107,7,2
2012.0,0.0,3.21,65906,0,426.93,256.158,3.99,1220,107,0,3
1911.0,0.0,3.35,72421,1,405.53,243.318,3.79,1222,107,3,3
1992.0,0.0,3.78,61347,0,324.21,194.526,3.03,1223,107,0,2
2016.0,0.0,4.44,80433,0,747.93,448.758,6.99,1223,107,6,1
1905.0,0.0,4.07,66537,1,951.23,570.738,8.89,1224,107,8,0
1968.0,0.0,3.92,54848,0,319.93,0.0,2.99,1225,107,0,2
1959.0,0.0,3.46,55473,0,529.65,317.79,4.95,1226,107,0,3
1991.0,0.0,4.28,67753,0,426.93,0.0,3.99,1230,107,0,0
2001.0,0.0,3.67,59974,1,105.93,0.0,0.99,1232,107,0,2
1969.0,0.0,4.05,61888,0,822.83,493.698,7.69,1233,107,7,0
2008.0,0.0,3.84,57632,0,1149.18,689.508,10.74,1235,107,6,2
2010.0,0.0,4.03,60672,0,640.93,384.558,5.99,1236,107,7,0
2014.0,0.0,4.4,56510,0,319.93,0.0,2.99,1237,107,0,1
