Publishing Year,language_code,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,units sold,publisher_code,author_rating
1999.0,0.0,3.95,130213,0,1202.59,721.554,4.99,367,241,8,2
2012.0,0.0,4.0,92849,0,2566.65,1539.99,10.65,368,241,1,2
2007.0,0.0,3.69,131034,0,1197.6,718.56,4.99,370,240,8,2
1941.0,0.0,4.13,105473,0,236.61,141.966,0.99,371,239,0,0
1979.0,0.0,4.17,109110,0,953.61,0.0,3.99,372,239,0,0
1998.0,0.0,4.12,98276,0,1544.62,926.772,6.49,373,238,7,0
1906.0,0.0,3.72,97468,0,1419.63,851.778,5.99,375,237,7,2
2008.0,0.0,4.03,132285,0,471.63,0.0,1.99,376,237,0,0
1985.0,0.0,4.04,102419,1,1182.63,709.578,4.99,376,237,7,0
1978.0,0.0,4.16,93475,0,708.63,0.0,2.99,376,237,0,0
2000.0,0.0,3.95,98464,1,1885.64,1131.384,7.99,378,236,2,2
2014.0,0.0,4.07,73149,0,1642.65,985.59,6.99,380,235,6,0
1999.0,0.0,3.83,55381,0,933.66,560.196,3.99,381,234,0,2
2014.0,0.0,3.93,99729,0,463.67,278.202,1.99,383,233,8,2
1930.0,0.0,3.72,103547,1,461.68,277.008,1.99,385,6264,3,2
1955.0,0.0,4.24,107221,0,925.68,0.0,3.99,385,6264,0,0
2006.0,0.0,4.35,137558,1,2460.15,1476.09,10.65,387,6237,7,0
1953.0,0.0,4.23,96865,1,690.69,414.414,2.99,388,6237,3,0
2001.0,0.0,4.04,111371,0,687.7,412.62,2.99,389,6210,5,0
2011.0,0.0,3.9,90083,1,2509.3,1505.58,10.91,389,6210,7,2
2002.0,0.0,4.49,93990,0,226.71,0.0,0.99,391,6183,0,1
1989.0,0.0,4.32,108652,0,1142.71,0.0,4.99,392,6183,0,0
2005.0,0.0,3.86,94590,0,909.72,0.0,3.99,393,6156,0,2
2003.0,0.0,4.07,101343,0,5902.92,3541.752,25.89,393,6156,3,0
1973.0,0.0,4.06,93151,0,1468.69,881.214,6.47,395,6129,0,0
1988.0,0.0,3.86,110693,0,223.74,134.244,0.99,397,6102,0,2
1920.0,0.0,3.93,102646,0,1188.76,713.256,5.26,398,6102,0,2
1976.0,0.0,4.11,96564,0,897.75,538.65,3.99,400,6075,0,0
2001.0,0.0,4.0,104283,0,221.76,0.0,0.99,401,6048,0,2
1992.0,0.0,4.08,98591,1,1274.56,764.736,5.69,401,6048,0,0
1938.0,0.0,3.62,95620,0,1112.77,0.0,4.99,403,6021,0,2
2011.0,0.0,4.02,119633,0,1781.77,1069.062,7.99,404,6021,6,0
1978.0,0.0,4.15,104677,0,1662.78,997.668,7.49,406,5994,6,0
2010.0,0.0,3.87,97745,0,660.79,396.474,2.99,408,5967,8,2
2009.0,0.0,4.1,103933,0,437.8,262.68,1.99,409,5940,7,0
2006.0,0.0,3.48,99170,0,3955.6,2373.36,17.98,409,5940,0,3
2011.0,0.0,4.2,116360,1,2067.36,1240.416,9.44,411,5913,0,0
2005.0,0.0,4.23,97653,0,1311.81,787.086,5.99,412,5913,5,0
1992.0,0.0,3.47,100158,0,433.82,260.292,1.99,413,5886,0,1
1996.0,0.0,4.11,116171,1,2177.82,1306.692,9.99,414,5886,0,0
1931.0,5.0,4.14,102348,0,1864.03,1118.418,8.59,415,5859,1,0
1974.0,0.0,4.15,87636,0,214.83,128.898,0.99,416,5859,0,0
1994.0,1.0,3.79,100972,0,2311.05,1386.63,10.65,416,5859,7,2
2003.0,0.0,3.57,94696,0,1072.85,0.0,4.99,419,5805,0,2
2006.0,0.0,4.14,97501,0,1717.85,1030.71,7.99,419,5805,7,0
2002.0,0.0,3.94,108031,1,642.85,385.71,2.99,420,5805,0,2
1993.0,0.0,3.83,103151,0,1281.86,0.0,5.99,421,5778,0,2
2011.0,0.0,3.77,105063,0,849.87,509.922,3.99,423,5751,0,2
2015.0,0.0,4.19,132087,0,423.87,254.322,1.99,423,5751,3,0
1997.0,0.0,3.86,100369,0,1062.87,637.722,4.99,424,5751,1,2
2007.0,0.0,3.84,58396,0,1693.88,1016.328,7.99,425,5724,6,2
2011.0,0.0,3.42,90551,0,1080.32,648.192,5.12,427,5697,7,3
1998.0,0.0,3.89,89770,0,630.89,0.0,2.99,428,5697,0,2
2015.0,0.0,3.48,82504,0,2007.6,1204.56,9.56,430,5670,8,3
2004.0,0.0,4.16,104168,0,833.91,0.0,3.99,431,5643,0,0
2012.0,0.0,4.05,121727,1,206.91,124.146,0.99,432,5643,0,0
1954.0,0.0,3.99,98795,0,621.92,0.0,2.99,433,5616,0,2
2008.0,0.0,3.78,85019,0,205.92,0.0,0.99,433,5616,0,2
2014.0,0.0,3.33,88251,1,1245.92,747.552,5.99,434,5616,7,3
2001.0,0.0,4.04,85277,0,1032.93,0.0,4.99,436,5589,0,0
2009.0,0.0,4.12,98180,0,2457.95,1474.77,11.99,439,5535,6,0
1952.0,0.0,3.81,98950,0,1621.97,973.182,7.99,444,5481,6,2
1906.0,0.0,3.94,100223,0,1703.17,1021.902,8.39,444,5481,7,2
2003.0,0.0,4.17,98182,0,603.98,0.0,2.99,445,5454,0,0
2000.0,0.0,4.25,88227,0,603.98,0.0,2.99,445,5454,0,0
2012.0,0.0,4.26,117508,0,600.99,360.594,2.99,447,5427,8,0
2013.0,0.0,3.82,86965,1,198.99,119.394,0.99,447,5427,0,2
2014.0,0.0,3.94,87412,0,399.99,239.994,1.99,448,5427,1,2
1998.0,0.0,3.91,97462,0,500.0,300.0,2.5,449,5400,3,2
2012.0,0.0,4.1,134805,1,1898.0,0.0,9.49,450,5400,0,0
1997.0,0.0,3.95,82591,0,595.01,0.0,2.99,452,5373,0,2
1996.0,0.0,3.8,94821,0,196.02,117.612,0.99,453,5346,0,2
2011.0,0.0,3.89,119735,0,790.02,0.0,3.99,454,5346,0,2
2012.0,0.0,3.69,96568,0,1059.86,635.916,5.38,455,5319,7,2
2011.0,0.0,4.19,73886,0,194.04,0.0,0.99,457,5292,0,0
2001.0,0.0,3.91,90811,0,586.04,0.0,2.99,458,5292,0,2
1993.0,0.0,4.13,93227,2,1480.05,888.03,7.59,459,5265,7,0
2014.0,0.0,4.14,140937,0,583.05,349.83,2.99,460,5265,8,0
1999.0,0.0,3.93,49551,0,192.06,115.236,0.99,462,5238,3,2
2007.0,0.0,3.77,98130,0,191.07,0.0,0.99,463,5211,0,2
2004.0,0.0,4.27,93296,0,770.07,0.0,3.99,463,5211,0,0
2009.0,0.0,4.2,88847,0,1726.08,1035.648,8.99,465,5184,3,0
2001.0,0.0,3.75,93498,0,1468.79,881.274,7.69,468,5157,6,2
1984.0,0.0,4.29,91625,0,948.1,0.0,4.99,470,5130,0,0
2010.0,0.0,3.91,125363,0,376.11,0.0,1.99,471,5103,0,2
1908.0,5.0,4.42,92142,0,1510.11,906.066,7.99,472,5103,7,1
1916.0,0.0,3.6,92569,0,565.11,339.066,2.99,472,5103,7,2
2009.0,0.0,4.34,94095,0,750.12,0.0,3.99,473,5076,0,0
1871.0,0.0,3.93,95995,1,186.12,0.0,0.99,474,5076,0,2
2012.0,0.0,4.3,109344,0,185.13,0.0,0.99,475,5049,0,0
1997.0,5.0,3.89,86870,0,746.13,0.0,3.99,476,5049,0,2
1973.0,0.0,4.59,90907,0,184.14,110.484,0.99,477,5022,0,1
2009.0,0.0,4.12,90483,0,1114.14,668.484,5.99,478,5022,6,0
1986.0,5.0,4.1,91774,0,553.15,331.89,2.99,479,4995,0,0
1989.0,0.0,3.74,94624,0,550.16,330.096,2.99,482,4968,5,2
2006.0,0.0,3.62,73994,0,181.17,0.0,0.99,483,4941,0,2
2005.0,0.0,3.66,78271,0,544.18,326.508,2.99,485,4914,1,2
2013.0,0.0,4.16,76261,0,1243.06,745.836,6.83,486,4914,6,0
1995.0,0.0,4.15,95421,0,903.19,0.0,4.99,488,4887,0,0
1864.0,0.0,3.84,89410,1,1726.2,1035.72,9.59,489,4860,5,2
2009.0,0.0,3.57,94456,0,177.21,106.326,0.99,491,4833,0,2
1962.0,0.0,3.66,84180,0,2280.46,1368.276,12.74,492,4833,1,2
1974.0,0.0,4.0,92158,0,176.22,0.0,0.99,493,4806,0,2
,5.0,4.44,90574,1,532.22,319.332,2.99,493,4806,1,1
1320.0,5.0,3.99,87511,0,354.22,212.532,1.99,493,4806,1,2
2012.0,0.0,4.04,97925,0,1242.44,745.464,6.98,494,4806,0,0
2014.0,0.0,3.94,76553,0,175.23,105.138,0.99,495,4779,0,2
2006.0,0.0,4.18,129150,0,350.24,0.0,1.99,497,4752,0,0
2006.0,0.0,3.68,116687,0,702.24,421.344,3.99,497,4752,0,2
1994.0,0.0,4.05,96981,0,1230.24,738.144,6.99,498,4752,3,0
2015.0,0.0,4.4,74218,0,523.25,0.0,2.99,499,4725,0,1
1667.0,0.0,3.8,96316,0,868.26,0.0,4.99,502,4698,0,2
2009.0,0.0,4.26,37090,0,1216.26,729.756,6.99,502,4698,8,0
1999.0,5.0,3.56,95768,1,1346.76,808.056,7.74,503,4698,0,2
2011.0,0.0,4.36,104579,0,1842.45,1105.47,10.65,505,4671,7,0
2010.0,0.0,4.42,91383,0,344.27,206.562,1.99,505,4671,0,1
1971.0,0.0,4.25,85883,0,171.27,0.0,0.99,508,4671,0,0
2010.0,0.0,3.93,88626,0,517.27,310.362,2.99,509,4671,8,2
2011.0,0.0,3.95,105414,0,170.28,102.168,0.99,511,4644,0,2
2005.0,5.0,3.88,89204,0,1632.28,979.368,9.49,513,4644,6,2
2012.0,0.0,4.04,85582,0,340.29,0.0,1.99,514,4617,0,0
1972.0,0.0,4.31,64779,0,1024.29,0.0,5.99,514,4617,0,0
2011.0,0.0,4.09,83847,0,1879.29,1127.574,10.99,516,4617,5,0
1997.0,0.0,4.14,113400,0,1109.79,665.874,6.49,517,4617,1,0
1905.0,0.0,4.06,93217,0,648.09,388.854,3.79,517,4617,1,0
1971.0,0.0,4.45,102184,0,340.29,0.0,1.99,518,4617,0,1
1972.0,0.0,4.09,106435,0,508.3,304.98,2.99,519,4590,6,0
2012.0,0.0,4.05,135225,0,678.3,0.0,3.99,519,4590,0,0
2009.0,0.0,3.22,74979,0,848.3,0.0,4.99,520,4590,0,3
2013.0,0.0,4.37,114623,1,1688.31,1012.986,9.99,523,4563,8,0
1985.0,0.0,4.11,90917,0,1350.31,810.186,7.99,524,4563,7,0
2011.0,0.0,4.0,108370,0,674.31,404.586,3.99,524,4563,0,2
1999.0,0.0,3.75,82474,0,167.31,100.386,0.99,524,4563,0,2
2012.0,0.0,3.97,61422,0,2153.06,1291.836,12.74,525,4563,5,2
2004.0,0.0,3.79,83607,1,1294.54,776.724,7.66,526,4563,8,2
2011.0,0.0,4.17,97938,0,1843.79,1106.274,10.91,526,4563,5,0
2013.0,0.0,3.54,76566,0,1342.32,805.392,7.99,528,4536,3,2
1988.0,0.0,4.65,93001,0,166.32,0.0,0.99,530,4536,0,1
2008.0,0.0,4.0,95796,0,1291.92,775.152,7.69,531,4536,6,2
2012.0,5.0,4.13,89460,0,332.33,199.398,1.99,532,4509,3,0
1953.0,5.0,4.14,93640,1,165.33,0.0,0.99,534,4509,0,0
1984.0,0.0,4.08,93774,0,1985.63,1191.378,11.89,535,4509,3,0
1927.0,0.0,4.11,80769,0,833.33,499.998,4.99,535,4509,0,0
2001.0,0.0,4.1,89468,1,1835.33,1101.198,10.99,536,4509,7,0
2012.0,0.0,3.95,80991,0,1152.04,691.224,6.94,537,4482,7,2
1996.0,0.0,4.21,82608,0,164.34,0.0,0.99,538,4482,0,0
1953.0,0.0,4.09,87141,0,1226.74,0.0,7.39,539,4482,0,0
2004.0,0.0,4.0,113066,0,1153.35,692.01,6.99,541,4455,6,2
2007.0,0.0,4.03,83881,0,823.35,494.01,4.99,542,4455,0,0
2014.0,0.0,4.53,123843,0,163.35,98.01,0.99,543,4455,1,1
1994.0,0.0,4.1,91046,0,823.35,494.01,4.99,544,4455,1,0
2009.0,0.0,3.81,99841,0,1757.25,1054.35,10.65,545,4455,6,2
2003.0,0.0,3.92,82090,0,162.36,0.0,0.99,546,4428,0,2
2005.0,0.0,4.43,87098,1,1746.6,1047.96,10.65,547,4428,6,1
2014.0,0.0,4.41,110719,0,162.36,97.416,0.99,549,4428,0,1
2016.0,0.0,3.55,90477,0,162.36,0.0,0.99,549,4428,0,2
2012.0,0.0,4.25,131906,0,162.36,97.416,0.99,550,4428,0,0
2011.0,0.0,3.99,81712,0,324.37,194.622,1.99,551,4401,0,2
1964.0,0.0,4.04,69992,0,813.37,488.022,4.99,551,4401,6,0
2006.0,0.0,4.08,99390,0,1470.26,882.156,9.02,553,4401,7,0
2000.0,0.0,3.91,118624,0,161.37,96.822,0.99,554,4401,0,2
2001.0,0.0,4.18,97736,1,322.38,193.428,1.99,557,4374,0,0
2007.0,0.0,4.08,71156,1,322.38,193.428,1.99,557,4374,0,0
2011.0,0.0,4.37,83085,0,160.38,96.228,0.99,558,4374,0,0
1998.0,0.0,3.81,80577,0,320.39,192.234,1.99,561,4347,7,2
1976.0,0.0,3.79,92980,1,642.39,385.434,3.99,561,4347,1,2
2009.0,0.0,3.28,103995,0,615.02,369.012,3.82,562,4347,0,3
2013.0,0.0,3.8,81616,0,478.4,287.04,2.99,565,4320,5,2
1868.0,0.0,4.18,74642,0,1438.4,863.04,8.99,565,4320,6,0
1987.0,0.0,3.97,89569,1,478.4,0.0,2.99,566,4320,0,2
2008.0,0.0,4.1,91831,0,478.4,0.0,2.99,567,4320,0,0
2015.0,0.0,3.89,74199,0,1598.4,959.04,9.99,568,4320,7,2
2014.0,0.0,4.1,97058,0,475.41,0.0,2.99,570,4293,0,0
2015.0,0.0,3.85,94231,0,157.41,0.0,0.99,571,4293,0,2
2012.0,0.0,4.24,85136,0,475.41,0.0,2.99,572,4293,0,0
1997.0,0.0,4.07,45382,0,634.41,380.646,3.99,572,4293,1,0
2005.0,0.0,4.17,95950,0,314.42,188.652,1.99,574,4266,8,0
2008.0,0.0,3.96,99638,0,1136.02,681.612,7.19,575,4266,0,2
1998.0,0.0,3.88,84367,0,472.42,283.452,2.99,576,4266,0,2
2009.0,0.0,3.96,90138,0,1420.42,852.252,8.99,577,4266,3,2
2004.0,0.0,3.98,84957,0,469.43,0.0,2.99,578,4239,0,2
2012.0,5.0,3.56,109290,0,155.43,0.0,0.99,580,4239,0,2
1981.0,0.0,3.99,75502,1,1474.23,884.538,9.39,581,4239,0,2
2004.0,0.0,3.86,82535,0,154.44,0.0,0.99,585,4212,0,2
1999.0,5.0,3.83,80377,1,778.44,467.064,4.99,585,4212,7,2
1930.0,0.0,4.03,93963,1,669.24,401.544,4.29,586,4212,4,0
1998.0,0.0,3.97,94478,0,2106.45,1263.87,13.59,589,4185,3,2
2007.0,0.0,4.07,80434,0,618.45,0.0,3.99,589,4185,0,0
1958.0,0.0,3.97,105770,1,1230.46,738.276,7.99,591,4158,6,2
2015.0,0.0,3.85,111044,0,614.46,0.0,3.99,592,4158,0,2
2002.0,0.0,3.77,88139,0,460.46,0.0,2.99,594,4158,0,2
1859.0,0.0,3.98,93134,0,768.46,0.0,4.99,594,4158,0,2
2015.0,0.0,4.21,66979,0,1167.32,700.392,7.58,595,4158,6,0
2009.0,0.0,3.96,104730,0,610.47,0.0,3.99,596,4131,0,2
1998.0,0.0,4.17,106871,0,151.47,90.882,0.99,597,4131,0,0
1996.0,0.0,4.06,80906,0,151.47,0.0,0.99,598,4131,0,0
2009.0,0.0,3.95,85006,0,1176.57,705.942,7.69,600,4131,6,2
2006.0,0.0,4.14,110812,0,1618.8,971.28,10.65,601,4104,6,0
1995.0,0.0,4.1,83235,0,1111.12,666.672,7.31,603,4104,6,0
2010.0,0.0,3.73,83461,0,910.48,546.288,5.99,603,4104,8,2
1847.0,0.0,3.76,91323,0,149.49,0.0,0.99,605,4077,0,2
1959.0,0.0,4.16,72493,0,151.0,90.6,1.0,607,4077,0,0
1992.0,2.0,3.81,71053,0,661.38,396.828,4.38,608,4077,0,2
2016.0,0.0,3.45,79762,1,1508.49,905.094,9.99,608,4077,0,3
2001.0,0.0,3.99,101016,0,1125.0,675.0,7.5,610,4050,6,2
2001.0,0.0,3.98,75665,0,598.5,0.0,3.99,611,4050,0,2
1993.0,0.0,3.6,72675,0,594.51,356.706,3.99,615,4023,6,2
2012.0,0.0,4.02,102012,0,594.51,356.706,3.99,615,4023,8,0
2012.0,0.0,4.29,71971,1,1488.51,893.106,9.99,616,4023,4,0
2013.0,0.0,3.82,67873,0,594.51,0.0,3.99,616,4023,0,2
1999.0,0.0,3.77,77462,2,1427.42,856.452,9.58,617,4023,0,2
1927.0,0.0,3.76,83066,0,1144.04,686.424,7.73,619,3996,5,2
2004.0,0.0,3.43,67438,0,146.52,0.0,0.99,620,3996,0,3
1993.0,0.0,4.02,104252,0,442.52,0.0,2.99,622,3996,0,0
2002.0,0.0,4.09,93119,0,145.53,87.318,0.99,624,3969,0,0
1874.0,0.0,3.92,87427,0,1997.73,1198.638,13.59,624,3969,3,2
1987.0,0.0,4.0,88673,0,145.53,0.0,0.99,625,3969,0,2
2000.0,0.0,4.13,75469,0,439.53,0.0,2.99,625,3969,0,0
1993.0,3.0,4.11,83695,0,439.53,263.718,2.99,626,3969,0,0
2013.0,0.0,3.98,56315,0,1074.57,644.742,7.31,627,3969,6,2
2011.0,0.0,4.02,101234,0,675.98,405.588,4.63,628,3942,1,0
1918.0,0.0,3.76,81102,0,582.54,0.0,3.99,629,3942,0,2
2006.0,0.0,3.89,94282,1,1097.92,658.752,7.52,629,3942,0,2
2004.0,0.0,4.02,74511,1,1166.54,699.924,7.99,630,3942,7,0
2004.0,5.0,3.91,67937,0,1251.22,750.732,8.57,631,3942,0,2
2012.0,0.0,4.14,71276,0,144.54,0.0,0.99,631,3942,0,0
-300.0,0.0,4.31,39863,0,665.55,399.33,4.59,632,3915,6,0
1979.0,0.0,4.27,74052,0,723.55,0.0,4.99,632,3915,0,0
2008.0,0.0,3.91,86471,0,990.35,594.21,6.83,634,3915,8,2
2003.0,0.0,4.01,70550,2,1448.55,869.13,9.99,635,3915,0,0
2001.0,5.0,4.15,77538,0,868.55,521.13,5.99,636,3915,1,0
2015.0,0.0,3.76,75320,0,1134.72,680.832,7.88,637,3888,1,2
1969.0,0.0,3.86,82580,0,570.57,0.0,3.99,641,3861,0,2
1945.0,0.0,4.28,75031,0,1428.57,857.142,9.99,642,3861,6,0
2004.0,5.0,3.76,77592,1,1072.5,643.5,7.5,645,3861,7,2
1835.0,0.0,4.28,90999,0,708.58,0.0,4.99,646,3834,0,0
2009.0,0.0,4.34,82399,0,1560.58,936.348,10.99,647,61560,6,0
2014.0,0.0,4.33,81707,0,969.86,581.916,6.83,649,61128,7,0
1999.0,0.0,3.41,78132,0,562.59,0.0,3.99,651,61128,0,3
1915.0,0.0,4.21,97049,0,139.59,83.754,0.99,652,60696,7,0
1883.0,0.0,4.05,65362,0,1030.71,618.426,7.31,652,59400,6,0
1854.0,0.0,4.13,95274,0,562.59,0.0,3.99,653,58968,0,0
2011.0,0.0,3.89,72713,0,558.6,0.0,3.99,655,57240,0,2
2010.0,0.0,4.0,62784,0,418.6,251.16,2.99,658,56808,0,2
1995.0,0.0,3.72,83389,0,1398.6,839.16,9.99,658,55728,0,2
2013.0,0.0,3.74,100593,0,698.6,0.0,4.99,659,55080,0,2
1996.0,0.0,4.0,86421,1,137.61,0.0,0.99,661,54000,0,2
-560.0,0.0,4.05,88508,0,693.61,0.0,4.99,663,53784,0,0
1985.0,0.0,4.18,71095,0,725.88,435.528,5.26,665,53784,6,0
2012.0,0.0,4.22,107569,0,1516.62,909.972,10.99,666,53784,6,0
1985.0,0.0,3.93,82320,0,957.72,574.632,6.94,668,53568,7,2
2002.0,5.0,3.73,66713,0,1094.63,656.778,7.99,671,53352,1,2
2009.0,0.0,3.42,67866,0,836.4,501.84,6.15,675,53352,0,2
2005.0,0.0,4.1,89733,1,1225.36,0.0,9.01,675,53136,0,0
2002.0,0.0,4.3,91012,0,542.64,0.0,3.99,676,52920,0,0
1968.0,0.0,4.1,95378,0,133.65,0.0,0.99,679,52488,0,0
2007.0,0.0,3.81,108399,0,538.65,0.0,3.99,680,52488,0,2
2014.0,0.0,4.3,107583,0,808.65,485.19,5.99,681,52488,7,0
1998.0,0.0,3.95,84770,1,873.68,524.208,6.52,682,52056,0,2
1977.0,0.0,3.82,80959,0,1191.26,714.756,8.89,684,52056,1,2
1992.0,5.0,3.88,83741,0,663.67,0.0,4.99,688,51840,0,2
2012.0,0.0,4.22,91213,0,530.67,0.0,3.99,689,51624,0,0
1914.0,0.0,3.85,73140,0,397.67,238.602,2.99,690,51408,7,2
2009.0,0.0,3.93,71515,0,394.68,0.0,2.99,692,51192,0,2
2003.0,0.0,4.04,94437,0,394.68,0.0,2.99,692,51192,0,0
2001.0,0.0,4.11,78070,0,394.68,236.808,2.99,693,50976,0,0
1987.0,0.0,3.48,89262,0,790.68,0.0,5.99,693,50760,0,1
2010.0,0.0,3.96,109881,0,526.68,0.0,3.99,693,50544,0,2
2010.0,0.0,3.86,93625,0,130.68,78.408,0.99,694,50328,0,2
1999.0,0.0,4.25,72683,2,327.36,196.416,2.48,694,50112,7,0
2013.0,0.0,4.05,111668,0,394.68,0.0,2.99,695,49896,0,0
2000.0,0.0,3.98,78529,0,260.69,156.414,1.99,696,49896,8,2
1996.0,0.0,3.7,77251,0,1395.15,837.09,10.65,698,49680,1,2
1993.0,0.0,3.98,77277,1,129.69,77.814,0.99,699,49680,0,2
2010.0,0.0,3.84,95447,1,260.69,156.414,1.99,700,49248,3,2
2011.0,0.0,3.91,44097,0,492.7,295.62,3.79,701,49032,5,2
2005.0,0.0,3.68,79662,0,258.7,155.22,1.99,703,48816,7,2
1995.0,0.0,4.15,72481,0,1656.2,993.72,12.74,704,48816,5,0
2000.0,0.0,4.18,99329,0,514.71,0.0,3.99,705,48600,0,0
2012.0,0.0,3.85,72277,0,127.71,0.0,0.99,707,48384,0,2
2006.0,0.0,4.08,78523,1,127.71,76.626,0.99,707,48168,0,0
2003.0,0.0,4.24,66406,0,127.71,0.0,0.99,708,47952,0,0
2003.0,0.0,3.99,86062,0,127.71,0.0,0.99,709,47736,0,2
2007.0,0.0,3.91,71023,0,885.76,531.456,6.92,710,47520,6,2
1981.0,0.0,3.85,70241,2,888.32,532.992,6.94,710,47520,0,2
1958.0,0.0,4.33,77258,0,1470.72,882.432,11.49,711,47304,7,0
1994.0,0.0,4.07,80056,0,787.2,472.32,6.15,712,47304,0,0
1939.0,0.0,4.04,84489,0,126.72,76.032,0.99,713,47088,0,0
1945.0,0.0,4.02,81598,0,1153.28,691.968,9.01,713,47088,3,0
2011.0,0.0,3.72,74358,0,843.28,505.968,6.64,714,46872,1,2
2000.0,0.0,3.83,101325,0,1395.73,837.438,10.99,716,46872,6,2
2012.0,0.0,3.95,72328,0,125.73,75.438,0.99,716,46872,0,2
2013.0,0.0,4.19,106236,0,506.73,0.0,3.99,717,46440,0,0
2009.0,0.0,4.11,82518,0,502.74,0.0,3.99,719,46440,0,0
1308.0,0.0,4.06,74130,0,124.74,0.0,0.99,720,46008,0,0
1982.0,0.0,4.01,69975,0,1198.75,719.25,9.59,724,46008,3,0
2012.0,0.0,4.33,111448,0,1127.5,676.5,9.02,725,46008,7,0
2013.0,0.0,4.28,109183,0,122.76,73.656,0.99,728,45792,0,0
2003.0,0.0,3.79,78129,0,370.76,0.0,2.99,730,45576,0,2
2005.0,0.0,4.04,95638,0,121.77,73.062,0.99,733,45360,0,0
2015.0,0.0,3.73,53751,0,121.77,73.062,0.99,736,45144,7,2
2016.0,0.0,3.49,76761,0,974.78,584.868,7.99,737,44928,7,3
2003.0,0.0,4.18,92952,0,120.78,72.468,0.99,738,44280,8,0
2001.0,0.0,4.19,86103,0,1096.78,658.068,8.99,739,43848,7,0
2010.0,5.0,3.93,66381,0,486.78,292.068,3.99,740,43848,0,2
1881.0,0.0,3.84,84682,0,966.79,580.074,7.99,741,43416,7,2
1966.0,0.0,4.17,80366,0,930.49,558.294,7.69,743,43416,6,0
2010.0,0.0,4.17,35283,0,119.79,71.874,0.99,743,43416,0,0
1999.0,0.0,4.17,92737,2,671.55,402.93,5.55,745,43200,0,0
2013.0,0.0,3.9,75018,0,118.8,0.0,0.99,746,42768,0,2
2010.0,0.0,4.42,82565,0,118.8,71.28,0.99,748,42552,0,1
1933.0,0.0,3.83,79008,0,118.8,71.28,0.99,750,42120,0,2
1984.0,5.0,3.99,82281,0,950.81,570.486,7.99,751,42120,7,2
1945.0,0.0,3.67,90032,1,117.81,70.686,0.99,752,41904,0,2
2011.0,0.0,3.88,64637,1,912.73,547.638,7.67,753,41472,7,2
2007.0,0.0,3.84,66129,0,355.81,0.0,2.99,757,41256,0,2
1996.0,0.0,3.77,52031,0,117.81,0.0,0.99,759,40824,0,2
2011.0,0.0,3.99,75541,0,712.81,427.686,5.99,760,40824,6,2
1970.0,0.0,3.96,76925,0,117.81,70.686,0.99,760,40176,0,2
2011.0,0.0,4.36,87718,0,236.81,142.086,1.99,761,40176,0,0
1996.0,0.0,3.79,83351,0,712.81,427.686,5.99,762,39960,5,2
2009.0,0.0,4.14,78592,0,474.81,0.0,3.99,764,39744,0,0
2012.0,0.0,3.91,67928,0,355.81,0.0,2.99,764,39312,0,2
1973.0,0.0,4.07,87277,0,355.81,0.0,2.99,765,39312,0,0
2012.0,0.0,4.18,81621,1,1188.81,713.286,9.99,765,38880,1,0
2015.0,0.0,4.27,66782,0,355.81,213.486,2.99,766,38664,0,0
2003.0,0.0,4.12,81326,0,117.81,0.0,0.99,767,38664,0,0
2011.0,0.0,4.2,72185,0,593.81,0.0,4.99,768,38448,0,0
2011.0,0.0,3.77,87066,1,117.81,70.686,0.99,770,38448,0,2
1985.0,0.0,3.9,80075,0,784.21,470.526,6.59,770,38448,0,2
2012.0,5.0,4.34,108884,0,1082.9,649.74,9.1,770,38232,0,0
1897.0,0.0,3.62,84778,0,117.81,70.686,0.99,772,38016,5,2
1985.0,0.0,4.15,63764,0,117.81,70.686,0.99,773,38016,0,0
1994.0,0.0,3.57,62106,0,915.11,549.066,7.69,775,37584,7,2
1812.0,0.0,3.92,78355,0,355.81,0.0,2.99,779,37584,0,2
1990.0,0.0,3.9,76376,1,640.22,384.132,5.38,779,37368,3,2
2012.0,0.0,3.81,91630,0,1307.81,784.686,10.99,781,37368,7,2
1909.0,0.0,4.21,99918,0,117.81,70.686,0.99,782,37368,0,0
1930.0,0.0,4.15,82102,0,593.81,0.0,4.99,783,37152,0,0
2013.0,0.0,3.71,59973,0,355.81,0.0,2.99,783,37152,0,2
1996.0,0.0,3.74,74517,0,1022.21,613.326,8.59,784,36936,0,2
1922.0,0.0,3.74,76791,0,117.81,0.0,0.99,786,36936,0,2
1998.0,0.0,3.94,84358,1,355.81,213.486,2.99,786,36936,8,2
2003.0,0.0,4.15,75307,1,950.81,570.486,7.99,787,36720,2,0
1990.0,0.0,4.1,79824,1,357.54,214.524,3.03,789,36504,0,0
1986.0,0.0,4.24,71815,0,352.82,0.0,2.99,791,36504,0,0
2012.0,0.0,4.21,97615,0,116.82,70.092,0.99,792,36504,0,0
2015.0,0.0,3.56,66085,0,862.58,517.548,7.31,792,36504,3,2
1998.0,5.0,3.83,73515,0,862.58,517.548,7.31,794,36504,6,2
1945.0,0.0,3.88,89033,0,352.82,211.692,2.99,797,36504,0,2
1953.0,0.0,4.39,72311,0,1060.82,636.492,8.99,797,36504,3,0
1999.0,0.0,4.06,32626,0,352.82,0.0,2.99,798,36288,0,0
2000.0,0.0,3.97,99311,0,116.82,0.0,0.99,799,36288,0,2
